Ind,Target,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
1249,1,5.0,23,0,6.228,0,0,1,0.354,4,3.478,30,28,5,0,0.648,0,0,0.8,1.0235964376053963,515
1250,0,20.0,23,4,2.204,1,0,1,0.157,20,-0.201,30,30,15,2,0.29600000000000004,0,0,0.8,2.0,2947
1251,1,10.0,23,16,5.226,0,0,1,0.732,1,0.583,30,28,6,3,0.852,0,0,0.8,5.332999999999999,131
1252,0,40.0,22,24,-30.105,1,0,1,0.297,4,-57.731,29,30,28,30,0.41,0,0,0.828,0.8,70
1253,1,5.0,13,0,4.007,0,0,1,0.42,8,3.347,30,17,5,0,0.679,0,0,0.8,0.0,261
1254,1,10.97,21,7,3.361,1,0,4,0.363,1,-1.5530000000000002,30,24,2,8,0.591,0,0,0.8,0.875,1474
1255,1,15.0,10,15,9.965,0,0,1,0.7490000000000001,3,7.846,30,15,5,6,0.747,0,0,0.667,1.0235964376053963,3
1256,0,5.0,23,6,1.391,0,0,1,0.081,7,0.019,30,29,5,1,0.18,0,0,0.8,6.0,3806
1257,0,6.0,4,0,3.7239999999999998,0,0,1,0.384,12,-0.609,30,10,5,5,0.4,0,0,0.8,0.0,378
1258,0,0.0,23,0,9.008,1,0,0,0.071,24,6.8420000000000005,30,30,10,1,0.187,0,1,0.8,0.0,1549
1259,0,17.0,22,24,-11.030999999999999,1,0,1,0.701,1,-13.777999999999999,20,21,14,30,0.684,0,0,0.9,0.8,1
1260,0,5.0,23,0,5.099,1,0,1,0.12300000000000001,6,1.054,30,30,4,0,0.21,0,0,0.8,0.0,2326
1261,0,21.75,22,24,-13.96,1,0,1,0.22899999999999998,9,-25.249000000000002,30,27,21,30,0.225,0,0,0.8,0.8,386
1262,1,5.0,17,9,-1.347,0,0,1,0.284,21,-1.4709999999999999,30,23,6,8,0.638,0,0,0.8,1.125,712
1263,0,8.0,23,20,-1.3030000000000002,1,0,1,0.14,9,-1.249,30,30,4,15,0.326,0,0,0.733,1.3330000000000002,9
1264,0,38.5,18,2,8.302,1,0,3,0.638,21,9.005,25,19,16,4,0.342,0,0,0.96,0.5,105
1265,1,27.0,22,13,1.002,0,0,3,0.667,5,-0.752,30,30,17,8,0.742,0,0,0.8,1.625,101
1266,0,0.0,22,0,1.431,1,0,0,0.10300000000000001,24,3.7260000000000004,30,30,7,0,0.29600000000000004,1,0,0.8,0.0,1728
1267,1,10.0,17,3,1.5730000000000002,1,0,3,0.682,21,-4.091,30,29,4,15,0.727,1,0,0.8,0.2,577
1268,0,0.0,23,24,-9.491,0,0,0,0.079,24,-8.644,29,29,11,26,0.11,0,0,0.828,0.9229999999999999,28
1269,0,20.0,12,0,24.964000000000002,1,0,1,0.298,15,4.632,30,12,9,0,0.35,0,0,0.8,0.0,3983
1270,0,15.0,23,10,0.17,1,0,2,0.048,14,-0.71,30,30,8,14,0.11699999999999999,0,0,0.8,0.7140000000000001,1996
1271,0,5.0,22,0,8.012,1,0,1,0.115,11,1.0190000000000001,30,30,9,0,0.11699999999999999,0,0,0.8,1.0235964376053963,1405
1272,0,10.0,17,0,9.556000000000001,1,0,1,0.341,7,5.899,30,22,10,0,0.28,1,0,0.8,0.0,5394
1273,1,0.0,23,0,3.8280000000000003,0,0,0,0.221,24,5.075,30,25,6,0,0.428,0,0,0.8,0.0,1320
1274,0,0.0,12,8,-8.222000000000001,1,0,0,0.65,24,3.512,30,17,10,11,0.34700000000000003,0,0,0.8,0.727,2124
1275,1,10.0,23,9,-2.3,0,0,2,0.728,4,-9.207,11,11,9,23,0.659,0,0,2.182,0.391,39
1276,1,0.0,23,24,-4.558,1,0,0,0.784,24,-4.949,19,19,29,29,0.5429999999999999,0,2,1.263,0.828,66
1277,0,30.24,23,21,-4.732,0,0,2,0.1,10,-10.667,30,30,13,21,0.18,0,0,0.7839789159724365,1.0,1610
1278,0,8.0,14,23,-3.984,1,0,1,0.245,13,-8.481,30,25,10,23,0.275,0,0,0.7839789159724365,1.0,126
1279,1,5.0,20,0,5.62,0,0,1,0.391,3,3.895,30,23,5,0,0.605,0,0,0.8,0.0,282
1280,0,10.0,22,24,-8.411,1,0,1,0.42700000000000005,13,-9.031,29,28,6,28,0.395,0,0,0.828,0.857,102
1281,1,15.0,23,13,-1.403,0,0,1,0.301,14,-9.579,29,30,18,26,0.593,0,0,0.655,0.5,14
1282,0,5.94,23,24,-6.18,1,0,2,0.047,8,-12.797,30,30,16,29,0.09075384615384621,0,0,0.8,0.828,322
1283,1,7.0,22,15,-0.7340000000000001,1,0,1,0.6509999999999999,12,-2.485,29,29,7,22,0.7390000000000001,0,0,0.828,0.682,39
1284,0,0.0,23,0,0.953,0,0,0,0.188,24,-0.293,30,30,12,2,0.327,0,21,0.8,0.0,322
1285,0,0.0,23,0,0.597,1,0,0,0.052000000000000005,24,2.34,30,29,14,5,0.063,0,2,0.7839789159724365,0.0,2305
1286,0,6.0,23,24,-14.390999999999998,1,0,2,0.22,14,-7.154,30,29,4,28,0.299,0,0,0.8,0.857,231
1287,0,60.0,23,17,-8.17,0,0,1,0.225,21,-24.005,28,30,38,21,0.281,0,0,0.857,0.81,40
1288,1,12.0,16,10,2.485,0,0,1,0.6629999999999999,11,13.119000000000002,30,17,5,0,0.7979999999999999,0,0,0.8,9.0,298
1289,0,24.31,23,24,-19.02,1,0,1,0.419,11,-73.749,25,27,17,30,0.585,0,0,0.96,0.8,35
1290,0,5.0,23,0,4.016,0,0,1,0.1,12,0.022000000000000002,30,30,10,2,0.275,0,0,0.8,0.0,1648
1291,1,0.0,19,0,3.215,1,0,0,0.157,24,5.58,30,29,9,0,0.41,0,0,0.8,0.0,2715
1292,1,0.0,3,0,0.03,0,0,0,0.6940000000000001,24,0.03,30,3,0,0,0.655,1,24,0.8,0.0,333
1293,1,0.0,4,28,-18.912,0,0,0,0.945,24,-12.264000000000001,12,16,8,22,0.83,0,9,0.0,1.091,0
1294,1,7.0,23,15,-2.655,0,0,2,0.16699999999999998,13,-3.326,30,30,4,16,0.42,0,0,0.8,0.938,302
1295,0,15.77,23,6,5.055,0,0,2,0.38299999999999995,7,0.4,30,24,3,5,0.348,0,0,0.667,1.2,7
1296,0,10.0,23,0,23.682,1,0,1,0.049,3,4.123,30,30,21,8,0.12300000000000001,0,0,0.8,0.0,1433
1297,1,9.0,23,0,2.487,0,0,1,0.293,12,3.946,30,30,9,0,0.574,0,0,0.8,0.0,403
1298,0,22.0,17,22,-4.968999999999999,0,0,2,0.736,13,-6.121,22,30,12,19,0.809,0,0,0.818,1.158,17
1299,0,5.0,23,24,-5.11,1,0,1,0.146,15,-2.528,30,29,4,19,0.225,0,0,0.8,1.263,172
1300,1,10.0,19,0,9.972000000000001,1,0,1,0.6940000000000001,12,-3.741,23,11,10,21,0.608,0,0,1.043,0.0,52
1301,1,10.98,21,22,-1.4609999999999999,0,0,2,0.602,7,-1.51,30,29,3,12,0.8440000000000001,0,0,0.8,1.8330000000000002,148
1302,1,5.0,11,0,3.977,1,0,1,0.6579999999999999,10,1.215,30,27,4,1,0.7120000000000001,0,0,0.8,0.0,614
1303,0,0.0,11,24,-7.497999999999999,0,0,0,0.307,24,-9.196,30,10,15,26,0.402,0,0,0.733,0.9229999999999999,0
1304,0,21.0,23,1,4.359,1,0,3,0.07400000000000001,5,-4.111000000000001,30,30,8,17,0.184,0,0,0.8,0.059000000000000004,3230
1305,1,10.0,21,18,1.234,1,0,1,0.408,6,-3.86,26,27,6,27,0.544,0,0,0.6920000000000001,0.667,6
1306,1,20.0,23,19,1.835,0,0,1,0.276,5,-3.8680000000000003,30,30,15,21,0.54,0,0,0.8,0.905,371
1307,0,15.0,23,9,10.185,0,0,1,0.156,1,3.6060000000000003,30,30,9,2,0.253,0,0,0.8,4.5,73
1308,0,0.0,23,7,-1.193,0,0,0,0.158,24,0.524,30,30,4,7,0.385,0,0,0.8,1.0,651
1309,1,70.0,19,4,10.56,0,0,1,0.605,17,0.884,30,24,4,3,0.7559999999999999,0,0,0.8,1.3330000000000002,183
1310,0,3.0,23,0,0.498,1,0,2,0.131,8,0.483,30,30,1,0,0.285,0,0,0.8,0.0,4848
1311,0,5.0,23,0,8.857000000000001,1,0,1,0.087,3,5.5889999999999995,30,28,5,0,0.23,0,0,0.8,0.0,3755
1312,1,15.0,21,0,9.117,1,0,2,0.25,8,4.976,30,29,8,0,0.575,0,0,0.8,0.0,1031
1313,0,9.0,20,0,7.905,0,0,1,0.16399999999999998,4,4.381,30,20,7,0,0.228,0,0,0.8,0.0,1456
1314,0,20.0,22,24,-44.118,1,0,2,0.8290000000000001,13,-5.789,23,25,12,20,0.848,0,0,0.652,1.2,0
1315,1,3.5,2,0,2.021,0,0,3,0.841,2,8.838,30,14,1,0,0.835,0,0,0.8,0.0,247
1316,0,25.0,23,13,10.378,1,0,2,0.154,4,-6.124,30,30,12,18,0.33299999999999996,0,0,0.8,0.722,289
1317,0,0.0,23,19,-11.505,0,0,0,0.318,24,0.063,30,29,10,14,0.446,0,1,0.8,1.143,1433
1318,0,8.0,23,1,3.214,0,0,2,0.196,5,-0.305,30,29,4,7,0.392,0,0,0.8,0.14300000000000002,910
1319,0,10.0,23,0,7.02,1,0,1,0.102,9,1.165,30,30,11,0,0.225,0,0,0.8,0.0,1674
1320,0,5.0,17,0,20.627,1,0,1,0.251,4,30.383000000000003,30,18,20,0,0.213,1,0,0.8,0.0,1588
1321,0,30.0,15,17,-6.018,1,0,1,0.93,16,-24.066999999999997,14,9,40,30,0.769,1,0,1.214,0.5670000000000001,16
1322,1,18.52,23,5,1.8730000000000002,0,0,3,0.313,11,0.633,30,30,4,1,0.6709999999999999,0,0,0.8,5.0,1980
1323,0,10.0,21,4,6.774,1,0,1,0.154,6,-2.9160000000000004,30,29,5,14,0.30708380952380965,0,0,0.8,1.0235964376053963,836
1324,1,13.0,21,20,-0.18600000000000003,1,0,2,0.415,5,-12.374,27,29,10,30,0.5870000000000001,0,0,0.667,0.667,5
1325,0,15.11,22,24,-25.342,1,0,2,0.071,1,-12.259,30,30,10,26,0.172,0,0,0.8,0.9229999999999999,483
1326,0,15.0,23,1,5.902,1,0,3,0.10400000000000001,1,0.368,30,30,5,1,0.22899999999999998,0,0,0.8,1.0,1570
1327,0,8.47,23,21,-2.122,0,0,1,0.191,7,-5.522,30,30,6,20,0.37,0,0,0.8,1.05,87
1328,0,25.0,23,24,-20.573,1,0,1,0.049,3,-15.405,30,30,22,29,0.054000000000000006,0,0,0.8,1.0235964376053963,281
1329,0,48.0,23,24,-51.174,1,0,2,0.19699999999999998,5,-49.918,28,29,16,30,0.29600000000000004,0,0,0.857,0.8,30
1330,0,0.0,2,0,18.169,1,0,0,0.664,24,17.986,30,19,15,0,0.2,0,0,0.8,0.0,978
1331,0,9.0,23,5,1.99,0,0,2,0.168,5,-0.47700000000000004,30,29,4,4,0.353,0,0,0.8,1.25,1444
1332,1,37.3,20,11,2.195,0,0,4,0.846,1,-8.692,24,27,6,26,0.821,0,0,0.792,0.423,18
1333,0,5.77,23,24,-11.856,1,0,1,0.073,8,-10.718,30,30,10,30,0.161,0,0,0.8,0.8,132
1334,0,0.0,23,0,8.779,0,0,0,0.099,24,-6.205,30,29,40,11,0.19399999999999998,0,0,0.8,1.0235964376053963,1232
1335,0,8.0,22,13,0.711,1,0,1,0.205,7,-2.49,30,24,5,20,0.38799999999999996,0,0,0.8,0.65,931
1336,0,5.0,23,0,5.314,0,0,1,0.259,7,3.202,30,25,4,2,0.389,0,0,0.8,0.0,74
1337,1,15.0,23,19,-0.027000000000000003,0,0,2,0.72,3,-0.006999999999999999,29,30,2,4,0.836,0,0,0.621,1.0235964376053963,3
1338,0,15.0,20,0,22.281,0,0,1,0.201,5,7.025,30,27,15,0,0.33799999999999997,0,0,0.7839789159724365,0.0,2468
1339,1,54.0,7,19,5.309,0,0,1,0.905,5,-26.377,11,18,36,26,0.7859999999999999,0,0,0.545,0.731,5
1340,0,0.0,23,0,14.514000000000001,1,0,0,0.068,24,23.108,30,29,12,4,0.091,1,12,0.8,0.0,3217
1341,1,5.0,19,0,2.946,1,0,1,0.303,19,1.661,30,23,7,10,0.618,1,0,0.8,0.0,1273
1342,1,6.0,4,25,-2.461,1,0,1,0.377,11,-4.088,30,21,2,20,0.6759999999999999,0,0,0.8,1.05,117
1343,0,15.34,23,24,-12.799000000000001,1,0,1,0.373,18,-15.435,30,26,14,30,0.374,0,0,0.8,0.8,535
1344,0,10.0,23,5,-0.629,1,0,1,0.231,19,0.191,30,27,7,1,0.245,0,0,0.8,5.0,1434
1345,1,10.0,21,2,1.984,0,0,1,0.606,19,2.741,30,22,8,0,0.705,0,0,0.8,2.0,440
1346,1,0.0,2,0,4.15,0,0,0,0.703,24,2.15,30,4,2,0,0.743,0,18,0.8,0.0,237
1347,0,6.91,22,0,1.393,1,0,2,0.311,6,-0.268,30,27,3,4,0.40700000000000003,0,0,0.8,0.0,3549
1348,0,0.0,23,24,-50.034,1,0,0,0.078,24,-24.686,30,29,23,28,0.16399999999999998,0,10,0.733,0.857,0
1349,1,0.0,23,28,-42.255,1,0,0,0.34600000000000003,24,-43.326,29,30,27,30,0.583,0,0,0.759,0.8,0
1350,1,7.0,10,20,1.516,1,0,1,0.359,4,-0.424,30,13,5,8,0.579,0,0,0.8,2.5,135
1351,0,10.0,23,13,-0.981,1,0,1,0.094,11,-0.7709999999999999,30,30,10,9,0.192,0,0,0.8,1.444,1797
1352,0,0.0,23,24,-18.612000000000002,1,0,0,0.53,24,-10.675999999999998,30,30,18,27,0.632,0,0,0.733,0.889,0
1353,1,3.0,21,4,1.9709999999999999,1,0,1,0.381,2,-0.14800000000000002,30,14,5,5,0.611,0,0,0.8,0.8,360
1354,0,0.0,12,24,-8.622,1,0,0,0.608,24,-4.615,27,18,12,22,0.574,0,1,0.48100000000000004,1.091,0
1355,0,0.0,23,0,7.19,0,0,0,0.20600000000000002,24,13.866,30,30,0,0,0.23,1,24,0.7839789159724365,0.0,282
1356,0,20.0,23,22,-4.618,0,0,1,0.27899999999999997,10,-6.765,27,30,15,22,0.18100000000000002,0,0,0.889,1.0,56
1357,0,10.0,17,2,1.2890000000000001,0,0,1,0.253,22,-3.4130000000000003,29,22,10,16,0.268,1,0,0.828,0.125,64
1358,0,20.0,8,3,2.551,0,0,1,0.879,21,1.7730000000000001,30,7,20,13,0.374,1,0,0.8,0.231,153
1359,0,0.0,23,22,-10.815999999999999,1,0,0,0.718,24,-9.642000000000001,27,27,16,23,0.69,0,1,0.889,0.9570000000000001,32
1360,0,0.0,22,0,4.555,1,0,0,0.11699999999999999,24,2.488,30,25,7,0,0.188,0,9,0.8,0.0,1407
1361,0,10.0,2,5,-9.314,0,0,1,0.732,19,-3.092,25,7,12,9,0.6459999999999999,0,0,0.72,0.556,0
1362,1,10.0,16,14,-3.03,1,0,1,0.7709999999999999,20,-4.206,30,21,14,9,0.628,1,0,0.8,1.556,1455
1363,0,34.23,23,19,-7.492999999999999,1,0,2,0.163,5,-5.513999999999999,30,30,11,15,0.33799999999999997,0,0,0.8,1.2670000000000001,1570
1364,0,0.0,23,0,3.682,0,0,0,0.086,24,6.1129999999999995,30,27,45,0,0.12300000000000001,0,0,0.8,0.0,155
1365,1,10.0,7,0,27.755,1,0,1,0.8240000000000001,7,26.07,28,15,17,19,0.635,1,0,0.857,0.0,59
1366,1,4.4,22,0,0.314,0,0,2,0.32899999999999996,5,-1.004,30,21,3,9,0.42200000000000004,0,0,0.8,0.0,1434
1367,0,15.63,18,24,-6.537999999999999,1,0,2,0.731,8,-14.139000000000001,30,30,15,29,0.8320000000000001,0,0,0.733,0.828,8
1368,0,10.0,23,0,8.045,0,0,1,0.055999999999999994,11,-8.993,30,30,19,11,0.096,0,0,0.8,0.0,2138
1369,0,30.0,23,19,-6.81,0,0,1,0.631,13,-19.694000000000003,29,30,22,28,0.7190000000000001,0,0,0.759,0.679,13
1370,1,0.0,0,0,0.505,1,0,0,0.872,24,3.545,27,20,11,15,0.595,1,0,0.889,0.0,64
1371,1,5.0,6,0,7.716,1,0,1,0.6829999999999999,4,2.81,27,6,10,10,0.695,0,0,0.889,1.0235964376053963,32
1372,1,4.0,21,0,1.3630000000000002,1,0,1,0.273,18,1.7730000000000001,30,29,2,0,0.691,0,0,0.8,0.0,1454
1373,0,40.0,23,3,4.862,1,0,2,0.046,1,5.292000000000001,30,28,6,11,0.084,0,0,0.8,0.273,132
1374,0,35.0,17,16,-3.7,0,0,1,0.348,12,-12.921,18,30,23,29,0.36700000000000005,1,0,0.722,0.552,12
1375,1,0.0,1,28,-12.636,1,0,0,0.866,24,-37.993,10,9,76,27,0.7190000000000001,0,0,0.1,0.889,0
1376,0,9.5,23,24,-7.773,1,0,1,0.358,8,-20.032,19,30,17,30,0.624,0,0,1.263,0.8,80
1377,1,20.0,23,28,-17.134,1,0,1,0.295,1,-25.695,29,30,15,30,0.391,0,0,0.828,0.8,60
1378,0,0.0,23,24,-111.118,1,0,0,0.134,24,-89.647,30,29,93,28,0.11800000000000001,0,2,0.733,0.857,0
1379,0,16.0,23,3,5.202000000000001,1,0,2,0.05,6,1.078,30,30,7,1,0.11,0,0,0.8,3.0,3837
1380,1,4.0,2,0,2.699,1,0,2,0.41600000000000004,6,2.2640000000000002,30,9,3,0,0.574,0,0,0.8,0.0,1417
1381,0,22.0,8,0,13.9,0,0,2,0.325,19,-8.004,30,21,14,10,0.341,0,0,0.8,0.0,324
1382,1,9.85,6,18,-0.725,0,0,1,0.645,12,-6.978,30,10,9,23,0.47100000000000003,0,0,0.8,0.652,1343
1383,0,20.0,23,24,-17.809,1,0,1,0.079,14,-15.889000000000001,30,30,20,28,0.14800000000000002,0,0,0.8,0.857,1603
1384,0,10.0,22,14,1.6480000000000001,1,0,1,0.075,10,-11.248,30,30,11,28,0.102,0,0,0.8,0.5,1540
1385,0,31.64,23,24,-23.104,1,0,1,0.069,7,-38.495,30,29,20,30,0.161,0,0,0.8,0.8,226
1386,0,14.34,23,24,-9.307,1,0,1,0.065,7,-17.74,30,30,12,30,0.20600000000000002,0,0,0.8,0.8,66
1387,0,0.0,3,24,-5.256,0,0,0,0.713,24,-6.882000000000001,20,8,10,26,0.742,0,10,0.45,0.9229999999999999,0
1388,1,5.0,12,7,2.7739999999999996,0,0,1,0.375,18,2.977,30,28,4,5,0.578396584440228,0,0,0.7,1.0235964376053963,18
1389,0,0.0,23,18,-11.877,0,0,0,0.601,24,-29.631999999999998,16,25,30,30,0.565,0,0,1.25,0.6,0
1390,0,23.46,23,20,1.6119999999999999,0,0,2,0.165,4,-15.487,30,30,19,26,0.37,0,0,0.8,0.654,680
1391,0,0.0,19,0,2.533,1,0,0,0.23800000000000002,24,1.724,30,19,5,0,0.366,0,6,0.7839789159724365,1.0235964376053963,1393
1392,1,0.0,1,0,1.042,1,0,0,0.8220000000000001,24,3.8569999999999998,30,3,5,0,0.7290000000000001,0,12,0.8,0.0,239
1393,0,0.0,1,0,0.807,0,0,0,0.611,24,0.762,30,1,4,0,0.384,0,0,0.8,0.0,2485
1394,0,30.0,20,2,4.772,0,0,2,0.746,9,-12.298,30,24,40,22,0.342,1,0,0.8,0.091,2284
1395,0,40.0,23,24,-8.881,1,0,1,0.337,8,-28.313000000000002,30,30,29,29,0.725,0,0,0.8,0.828,197
1396,0,5.0,5,0,4.761,1,0,1,0.086,20,1.022,30,30,5,1,0.16399999999999998,0,0,0.8,0.0,709
1397,0,0.0,23,24,-89.454,1,0,0,0.893,24,-75.994,18,20,52,30,0.626,0,0,1.222,0.8,0
1398,0,10.0,21,16,-7.475,0,0,1,0.188,22,-2.18,30,30,8,14,0.342,0,0,0.8,1.143,152
1399,0,0.0,23,23,-9.815,1,0,0,0.31,24,-13.52,30,30,19,30,0.414,0,0,0.8,0.767,452
1400,0,7.9,23,24,-3.466,1,0,1,0.11800000000000001,12,-7.377999999999999,30,28,6,30,0.261,0,0,0.8,0.8,741
1401,0,25.0,15,0,25.211,1,0,2,0.171,1,-0.28300000000000003,30,26,27,4,0.33899999999999997,0,0,0.8,0.0,162
1402,1,27.0,23,28,-9.318999999999999,1,0,2,0.725,5,-29.89,26,29,17,30,0.679,0,0,0.9229999999999999,0.8,49
1403,0,0.0,22,1,-0.17,1,0,0,0.21,24,0.293,30,29,4,3,0.233,0,12,0.8,0.33299999999999996,960
1404,1,15.0,22,0,7.526,1,0,2,0.318,4,1.186,30,30,8,0,0.594,0,0,0.8,0.0,2995
1405,0,15.0,23,20,-7.207000000000001,0,0,1,0.225,19,-9.262,28,28,13,24,0.364,0,0,0.75,0.833,19
1406,1,46.0,18,10,6.5889999999999995,1,0,3,0.774,2,-4.658,30,25,16,11,0.674,0,0,0.8,0.909,3448
1407,0,32.0,11,24,-7.1610000000000005,0,0,1,0.937,18,-30.01,19,12,35,22,0.8365736842105267,0,0,1.105,0.909,18
1408,0,20.0,22,22,-8.881,1,0,1,0.618,17,-18.021,30,15,30,30,0.373,0,0,0.8,0.733,326
1409,0,0.0,23,22,-9.639,0,0,0,0.408,24,-18.969,28,30,24,30,0.66,0,0,0.857,0.633,24
1410,0,8.0,23,10,-2.431,0,0,2,0.21600000000000003,13,-1.749,30,29,4,8,0.368,0,0,0.8,1.25,1443
1411,0,25.0,23,24,-23.015,1,0,2,0.23399999999999999,1,-38.365,30,30,18,30,0.424,0,0,0.8,0.8,254
1412,0,38.97,23,24,-39.185,1,0,1,0.301,9,-46.008,30,30,38,30,0.5870000000000001,0,0,0.8,0.8,1829
1413,1,10.0,1,0,10.876,0,0,1,0.818,8,3.14,30,11,10,1,0.745,0,0,0.8,0.0,141
1414,0,5.0,5,0,3.233,0,0,1,0.324,6,0.239,30,12,7,4,0.374,0,0,0.8,0.0,3861
1415,0,0.0,21,0,2.101,1,0,0,0.22699999999999998,24,5.684,30,29,15,5,0.33799999999999997,1,6,0.7839789159724365,0.0,1402
1416,1,10.0,23,0,5.547999999999999,0,0,1,0.354,22,3.0789999999999997,30,30,6,0,0.593,0,0,0.8,0.0,768
1417,0,20.0,23,15,-7.847,1,0,1,0.078,23,-10.499,30,30,15,23,0.18600000000000003,0,0,0.8,1.0235964376053963,728
1418,0,10.0,23,21,-16.493,0,0,1,0.29,21,-20.0,27,30,23,27,0.368,0,0,0.889,0.778,40
1419,0,15.0,23,0,8.748,0,0,1,0.131,18,4.252,30,30,17,0,0.251,0,0,0.8,0.0,770
1420,0,11.0,23,23,-1.256,1,0,2,0.048,5,-9.376,30,27,6,28,0.12300000000000001,0,0,0.8,0.821,1475
1421,0,20.0,22,14,7.486000000000001,1,0,2,0.7440000000000001,1,-4.437,22,20,11,9,0.406,0,0,1.091,1.556,42
1422,0,10.0,18,24,-21.721999999999998,0,0,1,0.647,11,-9.011000000000001,27,26,6,26,0.731,0,0,0.40700000000000003,0.9229999999999999,0
1423,1,10.0,22,9,2.298,0,0,2,0.376,6,1.13,29,29,6,13,0.62,0,0,0.828,0.6920000000000001,47
1424,1,30.0,23,16,-2.32,0,0,1,0.5820000000000001,11,-18.713,27,30,28,30,0.78,1,0,0.556,0.5329999999999999,11
1425,0,0.0,21,0,4.224,0,0,0,0.055,24,1.7080000000000002,30,30,10,8,0.114,0,0,0.8,0.0,2035
1426,0,0.0,23,24,-25.456999999999997,0,0,0,0.34700000000000003,24,-16.584,15,26,20,28,0.258,0,1,1.133,0.857,0
1427,0,30.0,17,22,-7.097,1,0,1,0.371,16,-31.636999999999997,30,22,40,26,0.368,0,0,0.8,0.846,485
1428,0,12.85,22,24,-6.861000000000001,1,0,2,0.11,1,-13.974,30,27,8,30,0.228,0,0,0.8,0.8,829
1429,0,10.0,23,0,6.08,1,0,1,0.07400000000000001,21,0.085,30,29,6,2,0.11599999999999999,0,0,0.8,0.0,1693
1430,1,35.0,23,6,-3.1839999999999997,0,0,3,0.7070000000000001,2,-39.247,27,30,36,29,0.804,0,0,0.778,0.172,0
1431,0,10.0,20,12,5.204,1,0,1,0.16699999999999998,7,0.42200000000000004,30,29,6,7,0.36700000000000005,0,0,0.8,1.714,1569
1432,1,0.0,0,28,-16.922,0,0,0,0.946,24,-17.724,21,25,19,24,0.8420000000000001,0,0,0.0,1.0,0
1433,0,15.0,22,14,-12.700999999999999,1,0,1,0.04,6,4.5489999999999995,30,30,16,13,0.111,0,0,0.8,1.077,660
1434,1,15.0,23,6,-0.774,0,0,1,0.377,20,-3.3310000000000004,30,30,17,10,0.731,1,0,0.8,0.6,346
1435,1,0.0,20,0,2.932,0,0,0,0.573,24,6.516,30,26,10,0,0.716,0,0,0.8,0.0,126
1436,0,10.0,23,22,-10.657,1,0,1,0.158,21,-6.162000000000001,30,26,13,12,0.349,0,0,0.8,1.8330000000000002,2575
1437,0,0.0,22,0,3.924,1,0,0,0.17300000000000001,24,0.835,30,26,10,1,0.254,0,1,0.8,0.0,1666
1438,1,20.0,23,24,-3.7430000000000003,1,0,1,0.307,6,-23.043000000000003,29,30,19,30,0.6579999999999999,0,0,0.828,0.8,33
1439,0,10.0,17,24,-19.522000000000002,0,0,1,0.602,19,-5.722,27,27,20,17,0.613,1,0,0.0,1.412,0
1440,0,11.88,23,21,-6.587999999999999,0,0,1,0.602,11,-7.348,28,28,7,28,0.77,0,0,0.7140000000000001,0.75,11
1441,0,7.58,23,12,-0.7859999999999999,0,0,2,0.091,5,-3.2110000000000003,30,27,4,21,0.171,0,0,0.8,0.5710000000000001,1307
1442,1,55.0,22,8,-0.16899999999999998,0,0,4,0.33399999999999996,15,-4.362,29,30,21,12,0.644,0,0,0.7240000000000001,1.0235964376053963,16
1443,0,8.0,21,23,-8.286,1,0,1,0.172,14,-26.229,30,27,21,29,0.22399999999999998,0,0,0.8,0.7929999999999999,165
1444,0,0.0,9,24,-13.011,1,0,0,0.5770000000000001,24,-6.374,28,20,5,26,0.36700000000000005,1,4,0.429,0.9229999999999999,0
1445,1,9.0,14,16,-0.418,0,0,1,0.769,11,-3.138,23,16,6,25,0.721,0,0,0.522,1.0235964376053963,11
1446,1,5.0,23,0,0.593,1,0,1,0.34299999999999997,14,0.174,30,30,4,1,0.611,0,0,0.8,0.0,1849
1447,0,13.82,22,24,-9.86,1,0,1,0.069,15,-22.346,30,29,19,30,0.10099999999999999,0,0,0.8,0.8,3109
1448,1,17.83,9,19,5.476,0,0,2,0.922,5,-5.25,20,17,19,23,0.8440000000000001,1,0,0.55,0.826,5
1449,0,0.0,16,14,-8.809,0,0,0,0.096,24,-7.369,26,29,8,26,0.18,0,20,0.9229999999999999,0.5379999999999999,67
1450,0,31.42,23,24,-8.448,1,0,1,0.134,8,-75.04,30,30,63,30,0.266,0,0,0.8,0.8,2341
1451,0,20.0,23,18,-1.8259999999999998,0,0,2,0.099,5,-10.196,29,29,17,28,0.131,0,0,0.828,0.643,28
1452,0,5.0,18,0,0.243,1,0,1,0.166,9,0.6890000000000001,30,20,5,0,0.256,0,0,0.7839789159724365,1.0235964376053963,2777
1453,0,11.03,23,24,-7.662000000000001,1,0,1,0.111,9,-15.208,30,30,10,30,0.209,0,0,0.8,0.8,2894
1454,1,40.0,21,0,12.97,1,0,1,0.581,11,1.6030000000000002,30,24,30,0,0.58,0,0,0.8,0.0,1215
1455,1,29.2,23,4,6.535,0,0,6,0.5489999999999999,1,-0.47600000000000003,28,30,4,3,0.669,0,0,0.75,1.3330000000000002,5
1456,1,5.0,17,5,3.0860000000000003,0,0,1,0.602,2,1.074,28,27,10,7,0.701,0,0,0.857,0.7140000000000001,34
1457,0,15.0,16,0,2.844,0,0,2,0.061,13,0.254,30,29,6,2,0.105,0,0,0.8,0.0,144
